    0.759    1.869
   34.453   35.285
    2.423    2.023
   34.460   35.277
   13.022    9.841
   46.938   48.596
   25.300   26.171
    7.937    8.691
   34.340   34.870
    2.423    2.023
   36.490   37.108
   15.911   17.260
   14.209   12.969
   23.039   21.119
   41.252   41.283
   43.863   46.145
   38.322   40.498
    8.919   10.050
    7.863    9.794
   35.648   42.754
    8.488    1.833
   46.630   41.720
   14.001   14.611
    6.912    2.823
   44.534   45.536
    6.074    4.006
   21.010   20.590
   16.610   16.931
   37.450   39.192
   35.693   33.697
   10.531   12.321
   21.430   20.980
   17.301   19.150
   25.330   20.670
   16.440   14.829
   13.192   16.201
   39.941   40.889
    5.464    7.342
   24.260   24.649
   11.770   12.180
    4.093    5.590
   23.184   21.280
   14.349   18.411
   16.190   20.251
    8.325    2.630
   33.971   34.234
    2.811    2.649
   33.971   34.227
   12.770   16.111
    7.981    8.696
    2.811    2.649
   35.651   36.132
   14.849   14.170
    6.238    7.266
   19.191   21.279
   36.880   38.803
   37.991   38.060
   49.975   49.689
   11.190   12.810
   31.699   31.789
    5.592    8.247
   13.640   13.940
    4.165    4.844
   19.849   17.490
   22.771   25.875
   13.840   15.620
   19.529   21.741
   14.200   11.939
   30.010   29.279
   27.801   28.930
   21.263   20.538
    3.955    2.683
   21.943   26.308
    3.087    0.887
   18.950   21.031
   25.330   24.320
    0.809    0.719
    0.113    0.055
    0.043    0.255
    3.060    5.132
    1.965    0.529
   16.395   20.662
   17.446   11.292
    3.832    4.319
    0.445    0.080
    0.580    0.758
   15.479   16.198
    6.064    4.857
    4.812    4.344
   27.731   27.530
    3.918    5.092
   27.731   27.532
   38.148   38.372
   38.866   38.850
   28.369   28.369
    6.715    8.016
   32.598   32.133
    3.788    3.717
    0.018    1.174
   14.001   14.110
   27.420   28.740
   14.668   15.282
   20.249   20.830
   11.819   10.151
   33.994   34.376
   17.490   15.869
    3.918    5.092
   20.340   19.400
    8.322    7.228
   27.230   27.532
   20.371   22.661
   31.300   29.620
   12.819   13.169
   19.821   20.281
    0.060    0.149
    6.570    6.228
   32.701   32.909
    0.468    0.014
   11.690   11.820
    4.234    5.565
   19.630   18.970
    2.947    3.669
    9.061   11.169
    0.989    2.623
   19.279   17.310
   18.529   22.041
    6.503    4.645
    9.747    9.505
   13.262   14.752
    1.927    0.757
    0.808    1.080
    0.860    1.184
    9.065    6.046
    7.800    4.889
    8.632    7.606
    8.764    9.037
    5.016    5.224
   29.140   30.254
   14.409   14.731
    0.123    0.650
    0.111    0.133
    8.239    9.358
    9.736   11.841
   22.240   21.530
    1.843    1.663
    0.885    0.970
    2.366    2.763
   12.470   12.530
   10.131   16.170
   26.171   22.749
