Energy outputs   (0.073 MeV RMS for JP fit)
       exp      error        BAB         JP     BAB-JP 
  -2105547.8799   -1304752.8247    -494541.5354   -1370281.0398      -2386.9773      -4538.2534      -3018.3140     -27610.6489      -3657.4300      -3202.1081     -10587.2114       7176.9696      -5087.5410     -22741.0639      51823.7466         19.8185      39145.6724      39913.1400        -10.0039       -406.4777       -156.5686       -472.4579      -1846.4756      97683.3992        -45.2638       -147.0230       -642.8320      -4998.5000      21820.3112        -17.2880       -693.2963      -4349.9905       1137.0271      28088.0820       -509.3803      -5307.7038      26237.8145      -1509.1359     -20885.0120      89397.6162         35.0723     124528.3972      22586.4503        392.5901     -36924.8213     139584.4936        -56.5079       -264.9560     109392.3471      -7720.6060      67681.1851       -193.7674        -29.4107      64304.5871        -70.6629      56536.9449      13840.9985      55146.3276        226.5534       -861.3689      30175.3665      -1931.8078      13132.2018     117835.9112      -1071.4259     158353.2547      42224.2404     -40650.8503      84584.1554
     12634.3207       7297.6148       2052.8988       4374.0294         14.8107         65.3337         44.6006        295.6803         19.1410         44.7344        109.0400        -22.8997         43.5257         85.7679       -264.9736         -0.3609       -139.5064       -219.3290         -0.0919          7.9615          2.0919         12.4575         20.6227       -499.3650          0.5849          2.4076         13.4097         58.7136        -82.8149          0.1124          9.2458         37.2135         -3.3872       -136.3325          8.4595         56.4746        -94.6381         13.0423         43.0531       -450.2848         -0.2176       -458.1792        -67.2783         -4.9048        105.2752       -758.3620          2.6201          3.1715       -555.2749         92.2338       -193.7674          6.7662          0.4219       -176.9274          0.7905       -116.6950        -23.4575       -160.7847         -2.5522         11.0953        -87.6459         23.2088        -28.6647       -339.0338         15.3458       -423.0731        -60.6647        118.2685       -143.5486
      1484.7834        887.4147        135.0657        641.1493          1.6509          5.0415          4.5044         22.1761          2.3845          6.0461          7.7342         -0.3780         -4.0979         11.6691        -33.3601         -0.0653         -8.8412        -26.6838          0.0088          1.0802          0.2452          1.2760          2.8715        -62.9263          0.0739          0.2224          1.6595          5.4067         -5.6576          0.0155          1.9207          3.2932         -0.5116        -17.5381          1.1897          6.1374         -6.4149          1.6651          7.5652        -57.1390         -0.0909        -28.9617        -10.0271         -0.1573         16.3361        -92.7366          0.0892          0.4115        -70.4733          8.0194        -29.4107          0.4219          0.2292        -27.2325          0.3974         -8.5817         -3.4166        -23.7729         -0.0790          4.7775        -12.6195          5.7900         -2.7038        -50.8869          0.7937        -67.2688         -9.0694         18.0588        -22.4167
  -1981114.9867   -1236605.8490    -469583.3495   -1302464.3505      -2242.6427      -4141.9647      -2747.1636     -25750.2898      -3484.1125      -2978.0853      -9993.7474       6831.7879      -4805.5600     -21665.4273      49136.8411         16.3179      37336.4453      37582.5585         -9.6418       -370.6705       -140.5970       -402.5069      -1700.6283      92616.5054        -42.7765       -133.6610       -551.5814      -4645.0592      20713.3119        -17.2155       -638.4006      -4081.2308       1080.3643      26773.4539       -451.2788      -4970.1878      25022.6648      -1410.6059     -19895.5740      84766.8438         33.3089     118262.1589      21457.3929        363.3294     -35238.2831     131442.3814        -50.7215       -244.0066     103702.3014      -7174.7400      64304.5871       -176.9274        -27.2325      61421.5940        -65.8712      53910.4325      13204.0574      52386.8113        211.6693       -796.6406      28798.5651      -1782.8754      12520.8364     111972.3937       -974.6094     151270.2383      40293.0235     -38624.2020      80687.4985
      3849.5224       2290.5452        545.4229       1574.0401          4.4398         17.0765         12.6418         87.9947          6.1584         16.0979         32.1045         -5.7144          2.0196         41.5243        -84.8194         -0.1269        -36.0389        -68.1890          0.0209          2.4724          0.5864          2.7845          7.2449       -160.1263          0.2201          0.5559          3.5092         17.7806        -22.4794          0.0473          4.7223         11.8873         -1.2302        -44.3686          2.3499         19.1726        -25.2928          4.8147         19.9691       -145.2402         -0.2029       -120.7826        -24.2384         -1.2095         38.4491       -237.0610          0.2250          0.6005       -178.5536         25.1917        -70.6629          0.7905          0.3974        -65.8712          0.9768        -36.5853         -9.0628        -57.8311         -0.8330          8.2976        -31.1185         10.2800         -7.9713       -122.0903          3.9394       -154.3942        -22.9242         42.9299        -46.6272
  -1628726.5235   -1018947.5815    -423644.1096   -1138201.2144      -1838.6814      -2951.2210      -1961.2901     -19124.0898      -2878.1176      -2047.5391      -7470.2322       6706.3281      -4377.8293     -18444.2372      40803.3454          8.0189      33955.6024      31138.2375         -7.9179       -249.8077       -102.7935       -261.0478      -1248.2640      76881.5741        -32.2199        -95.4730       -345.6468      -3391.7101      18799.7338        -15.7296       -451.4044      -3381.5460        948.7609      22253.6920       -311.4854      -3639.7708      22722.6871      -1179.2820     -18206.7884      70416.5203         17.7039     107576.1947      18848.4513        266.1245     -30931.4400     108945.1334        -34.8020       -182.2701      86067.9691      -5113.2119      56536.9449       -116.6950         -8.5817      53910.4325        -36.5853      51580.7825      12146.7921      46016.7297        162.1980       -314.5413      25241.5494       -922.0015      11676.3377      98436.7235       -689.4550     133092.8673      36988.8458     -33920.3179      73352.9657
   -363434.7993    -227985.9340     -92182.0400    -276616.3073       -407.4932       -539.9491       -351.5757      -3603.2412       -645.9599       -377.2242      -1407.9904       1408.8637       -738.2818      -4525.8222       9197.9820          1.5253       7451.2329       6998.9120         -1.3459        -42.1887        -18.0164        -45.1636       -222.2948      17316.6958         -5.3061        -16.4468        -60.4248       -577.4121       4110.4592         -2.6591        -72.8834       -582.4424        231.9521       5022.4110        -54.5539       -629.4483       4980.7902       -207.8923      -4715.9121      15877.8073          2.8716      23575.2929       4606.7415         42.9184      -7584.8905      24498.3604         -6.9812        -37.8718      19395.2547       -892.9179      13840.9985        -23.4575         -3.4166      13204.0574         -9.0628      12146.7921       3220.6568      11248.8900         23.9607       -111.0098       6163.3660       -250.7176       2784.1726      24088.4498       -108.9164      32690.9280       9734.0568      -8298.0895      19205.3111
  -1730651.0582   -1071474.6094    -404844.1888   -1117590.7634      -1961.7204      -3786.3778      -2516.1182     -22954.1771      -2999.0384      -2665.9040      -8791.7176       5857.0474      -4213.8985     -18559.5166      42495.6999         16.7192      31996.0888      32759.1318         -8.2814       -343.4491       -131.8927       -401.7195      -1541.9664      80106.8268        -37.8257       -123.4501       -543.9982      -4189.7886      17845.8703        -14.0446       -581.0308      -3602.0941        926.6552      23020.7459       -428.7671      -4438.9898      21448.0982      -1248.0606     -16981.6098      73307.4261         31.2700     101815.8499      18406.3064        329.5479     -30079.4567     114559.6612        -45.3635       -216.5309      89718.5392      -6478.9025      55146.3276       -160.7847        -23.7729      52386.8113        -57.8311      46016.7297      11248.8900      44951.6266        192.5168       -700.6170      24597.6608      -1587.0483      10688.4481      96032.1243       -910.0356     128946.1217      34313.6295     -33130.0227      68749.7510
    -17090.0955     -10156.3301      -3218.1871      -5253.8265        -20.0033        -87.8331        -48.2593       -449.4367        -26.6180        -49.9184       -169.6068         35.0927        -70.9874       -119.4966        363.5403          0.3441        220.0259        293.5109         -0.0589         -9.6149         -3.0689        -12.0089        -31.8025        688.1737         -0.9369         -2.9047        -13.4650        -99.3074        130.0709         -0.1990        -16.5927        -65.9893          3.9066        192.1887         -9.5035       -100.7757        150.1105        -21.4376        -49.0104        624.3001          1.1154        717.0343         78.0372          9.1643       -118.8853       1020.7577         -0.8714         -1.5118        770.7730       -152.1821        226.5534         -2.5522         -0.0790        211.6693         -0.8330        162.1980         23.9607        192.5168          6.8453         -3.1283        107.1949        -12.8550         37.1625        397.6615        -25.9701        474.1458         64.7690       -137.4150        135.8570
     41920.1605      25052.8200       4570.0364      18609.6810         46.8664        136.4746        112.2672        656.3784         67.2263        142.7628        229.0867        -17.5150        -62.4073        332.7144       -947.0339         -1.5812       -312.8440       -757.7018          0.2552         26.5818          7.0187         33.0298         72.9819      -1786.6852          1.8438          6.0982         41.0729        151.8218       -192.3785          0.4238         43.7033         89.6478        -14.8888       -498.5295         30.2994        167.5684       -219.4294         41.4887        217.9594      -1623.3246         -2.2255      -1023.1363       -292.1248         -6.8770        472.9727      -2634.4767          2.9535         11.1437      -2001.5202        232.3603       -861.3689         11.0953          4.7775       -796.6406          8.2976       -314.5413       -111.0098       -700.6170         -3.1283        111.1424       -374.1045        145.6696        -90.2382      -1496.8288         24.6778      -1973.9206       -306.9693        527.5560       -704.6643
   -944826.2631    -588284.1326    -222282.3436    -612244.3117      -1069.7862      -2048.9521      -1348.2858     -12565.3257      -1652.8723      -1450.5581      -4861.9400       3216.5138      -2326.9227     -10207.4521      23312.4180          8.2082      17620.8418      17875.4384         -4.4632       -187.4516        -71.4752       -211.9704       -836.1198      43946.4248        -20.9404        -66.7825       -279.5568      -2292.5976       9787.8602         -8.1858       -318.2850      -1978.0318        507.0716      12687.5407       -226.5358      -2440.7960      11812.6664       -683.4240      -9301.2025      40217.6256         17.4640      55848.5728      10071.9598        181.4194     -16524.7540      62508.7991        -23.6891       -116.5512      49216.5645      -3542.2736      30175.3665        -87.6459        -12.6195      28798.5651        -31.1185      25241.5494       6163.3660      24597.6608        107.1949       -374.1045      13522.2177       -853.7852       5863.5199      52558.6671       -491.1350      70886.9480      18802.9952     -18130.8976      37665.1440
     96038.2129      56908.0741      13612.9779      41632.8402        108.8931        339.7208        250.3815       1728.3814        151.7242        285.3689        618.9853       -106.1153         88.3727        741.8666      -2147.0856         -2.7479       -953.3985      -1733.4933          0.4685         47.9060         15.3051         64.6934        147.2942      -4055.2623          3.5753         13.3037         79.2113        366.0263       -570.7624          0.7169         75.0861        223.9388        -32.9746      -1126.2141         58.1581        376.6904       -653.8555         86.3855        437.4130      -3691.8598         -5.1061      -3142.8801       -653.0629        -25.5446       1040.0641      -6038.0400          5.1688         20.6622      -4548.7885        576.8612      -1931.8078         23.2088          5.7900      -1782.8754         10.2800       -922.0015       -250.7176      -1587.0483        -12.8550        145.6696       -853.7852        266.0736       -244.0254      -3371.9644         81.1923      -4365.1936       -756.5518       1177.8568      -1686.7826
   -381881.7744    -238905.9054     -97405.0945    -264411.0880       -430.8586       -686.1252       -443.6146      -4457.4970       -674.7106       -463.4956      -1741.4173       1501.6065       -977.6945      -4242.4026       9568.2856          1.9887       7807.1060       7302.1188         -1.8572        -58.3428        -24.4267        -61.5654       -294.6244      18028.5000         -7.4222        -22.5105        -81.3175       -795.0687       4321.4030         -3.6031       -101.4350       -784.7116        220.3278       5218.8462        -73.2639       -855.7560       5224.1094       -270.3878      -4167.0453      16512.6369          4.1992      24733.9330       4377.1733         61.6284      -7184.7102      25548.1923         -8.3977        -44.4128      20183.9858      -1213.0647      13132.2018        -28.6647         -2.7038      12520.8364         -7.9713      11676.3377       2784.1726      10688.4481         37.1625        -90.2382       5863.5199       -244.0254       2689.7369      22867.9706       -159.9666      30915.6912       8497.5961      -7881.4144      16942.3190
  -3673933.5745   -2276434.5887    -861711.9814   -2386866.4481      -4162.1526      -7945.3368      -5290.0122     -48165.4660      -6378.8650      -5619.4860     -18484.8925      12498.1615      -8893.8458     -39551.6397      90354.0730         34.4560      68189.1116      69595.6352        -17.1679       -727.0720       -278.8078       -849.1236      -3232.0161     170307.1459        -79.4089       -258.2818      -1129.2335      -8732.1213      38011.9593        -30.3740      -1224.3002      -7579.1007       1979.9155      48980.0523       -900.6872      -9276.9361      45708.8190      -2630.6080     -36339.9558     155865.8203         64.6934     216898.0701      39323.9065        682.6620     -64290.3300     243378.2122        -99.7187       -465.2872     190753.0639     -13498.9222     117835.9112       -339.0338        -50.8869     111972.3937       -122.0903      98436.7235      24088.4498      96032.1243        397.6615      -1496.8288      52558.6671      -3371.9644      22867.9706     205236.2570      -1866.0495     275814.4124      73502.0573     -70804.7715     147289.9659
     82472.8741      47289.4826      13977.7645      24837.7996         96.6043        433.1811        269.1895       2124.6490        120.2700        263.7269        771.8940       -151.2945        333.7309        549.1161      -1690.2333         -3.1220       -934.0057      -1412.8302          0.1347         41.3620         12.6853         56.4673        146.8396      -3196.6708          3.8540         14.1678         85.7794        454.9756       -558.9599         -0.1569         61.5128        263.6620        -18.5031       -864.4382         50.6140        445.6556       -633.4488         85.1537        210.1508      -2898.4465         -6.3070      -3093.7034       -368.4485        -40.2872        559.6412      -4919.1462          2.7194          9.3266      -3582.8873        716.3697      -1071.4259         15.3458          0.7937       -974.6094          3.9394       -689.4550       -108.9164       -910.0356        -25.9701         24.6778       -491.1350         81.1923       -159.9666      -1866.0495        139.8385      -2147.5384       -310.1218        647.7041       -644.0016
  -4809480.0950   -3006345.2348   -1146553.3637   -3203338.9730      -5434.9665      -9659.1501      -6438.6674     -60616.0520      -8483.3548      -6982.5643     -23526.6695      16753.0700     -11375.0368     -52916.4266     119684.4726         38.0226      91423.0167      91413.8323        -23.8898       -897.8416       -345.4538       -978.7077      -4029.2485     225558.4327       -101.3466       -318.5317      -1307.5488     -10806.5453      50667.0290        -43.6643      -1540.8027      -9754.8594       2659.6315      65282.6959      -1113.3159     -11601.4981      61268.9730      -3398.5682     -49189.4868     206488.4515         77.2679     289309.8982      52817.7614        839.6321     -86803.1130     319729.0611       -125.2184       -614.6603     252625.3892     -16695.4056     158353.2547       -423.0731        -67.2688     151270.2383       -154.3942     133092.8673      32690.9280     128946.1217        474.1458      -1973.9206      70886.9480      -4365.1936      30915.6912     275814.4124      -2147.5384     373498.4129      99796.5582     -95144.5042     199910.6574
  -1098052.9434    -689579.1402    -279676.2675    -842816.5254      -1231.3970      -1567.1908      -1027.5659     -10591.3983      -1958.3843      -1106.5297      -4158.3271       4284.7168      -2225.8564     -13715.7482      27896.4001          4.2263      22662.8222      21204.4217         -4.0478       -109.5499        -48.9051       -113.8880       -618.9508      52516.0220        -14.6346        -45.3610       -159.9813      -1631.1554      12489.6151         -7.5323       -193.8216      -1661.3749        707.1691      15240.1759       -145.6168      -1779.3903      15143.7856       -586.9175     -14239.0566      48163.4590          7.3200      71693.5526      14047.3749        121.3946     -23134.8533      74235.7368        -18.9850       -110.0461      58813.1347      -2505.8730      42224.2404        -60.6647         -9.0694      40293.0235        -22.9242      36988.8458       9734.0568      34313.6295         64.7690       -306.9693      18802.9952       -756.5518       8497.5961      73502.0573       -310.1218      99796.5582      29865.0944     -25315.1472      58777.3104
   1269935.4231     786909.5229     297360.7812     823700.6050       1438.1451       2747.3914       1837.4070      16641.3956       2204.3102       1956.3118       6388.9772      -4309.4447       3065.6969      13631.2716     -31222.8984        -12.1750     -23521.2765     -24049.6720          5.9245        255.7650         96.4287        296.2464       1123.4076     -58853.5209         27.7830         89.9300        395.3827       3030.3232     -13115.4500         10.5968        431.8245       2626.8069       -683.1206     -16924.3203        315.4417       3220.4032     -15769.2948        912.4392      12526.8445     -53860.0251        -23.1846     -74818.9317     -13566.8680       -236.0855      22179.2185     -84100.1431         34.1738        161.5865     -65919.2917       4684.6905     -40650.8503        118.2685         18.0588     -38624.2020         42.9299     -33920.3179      -8298.0895     -33130.0227       -137.4150        527.5560     -18130.8976       1177.8568      -7881.4144     -70804.7715        647.7041     -95144.5042     -25315.1472      24430.1587     -50751.4660
  -2235384.0493   -1402956.5882    -561989.7390   -1690135.4398      -2503.8868      -3199.9186      -2155.6509     -21242.1015      -3978.3226      -2328.8435      -8341.5460       8516.6156      -4401.8479     -26870.9916      56690.7258          9.6081      45478.8889      43121.8501         -8.7266       -254.1025       -107.2888       -266.6282      -1345.5789     106732.2231        -31.6482        -97.4064       -359.1845      -3459.9023      25086.4226        -16.2180       -443.4438      -3498.8397       1417.1139      30957.2881       -326.3382      -3783.2081      30403.8754      -1236.6685     -28218.2446      97869.5553         17.2216     143899.1830      28146.0470        247.6930     -46351.0818     150946.3139        -41.4723       -229.6114     119526.5008      -5301.5303      84584.1554       -143.5486        -22.4167      80687.4985        -46.6272      73352.9657      19205.3111      68749.7510        135.8570       -704.6643      37665.1440      -1686.7826      16942.3190     147289.9659       -644.0016     199910.6574      58777.3104     -50751.4660     117444.5588
